or,de,Distance
248+Dufferin+Street+Toronto,FINCH+WEST+STATION,16506
177+Caledonia+Rd+Toronto,FINCH+WEST+STATION,10846
747+Warden+Ave+Toronto,FINCH+WEST+STATION,22399
100+Lippincott+Street+Toronto,GLENCAIRN+STATION,6961
973+Lansdowne+Avenue+Toronto,GLENCAIRN+STATION,6186
43+Christie+Street+Toronto,GLENCAIRN+STATION,5872
1229+Ellesmere+Road+Toronto,GLENCAIRN+STATION,17386
1651+Sheppard+Ave+West+Toronto,GLENCAIRN+STATION,7707
4222+Kingston+Road+Toronto,GLENCAIRN+STATION,22309
38+Bathrust+St+Toronto,GLENCAIRN+STATION,8730
291+Sherbourne+Street+Toronto,GLENCAIRN+STATION,9427
3306+Kingston+Road+Toronto,GLENCAIRN+STATION,20384
339+George+Street+Toronto,GLENCAIRN+STATION,9353
129+Peter+St+Toronto,GLENCAIRN+STATION,8897
674+Dundas+St.+W+Toronto,GLENCAIRN+STATION,7671
616+Vaughan+Road+Toronto+Toronto,GLENCAIRN+STATION,2440
20+Gerrard+Street+East+Toronto,GLENCAIRN+STATION,8680
2714+Danforth+Avenue+Toronto,GLENCAIRN+STATION,14247
349+George+Street+Toronto,GLENCAIRN+STATION,9284
60+Brant+Street+Toronto,GLENCAIRN+STATION,8512
360+Lesmill+Road+North+York,GLENCAIRN+STATION,11284
25+Canterbury+Place+North+York,GLENCAIRN+STATION,9411
"490+Sherbourne+Street,+2nd+floor+Toronto",GLENCAIRN+STATION,8681
512+Jarvis+St.+Toronto,GLENCAIRN+STATION,8280
86+Lombard+St.+Toronto,GLENCAIRN+STATION,9959
1161+Caledonia+Road+Toronto,GLENCAIRN+STATION,3054
412+Queen+Street+East+Toronto,GLENCAIRN+STATION,10651
702+Kennedy+Rd+Toronto,GLENCAIRN+STATION,16303
1322+Bloor+Street+West+Toronto,GLENCAIRN+STATION,7130
3576+St.+Clair+Avenue+East+Scarborough,GLENCAIRN+STATION,16853
805A+Wellington+Street+W+Toronto,GLENCAIRN+STATION,8632
422+Gilbert+Avenue+Toronto,GLENCAIRN+STATION,3800
1076+Pape+Avenue+Toronto,GLENCAIRN+STATION,9606
14+Vaughan+Road+Toronto,GLENCAIRN+STATION,4082
558+Bathurst+Street+Toronto,GLENCAIRN+STATION,6734
126+Pape+Avenue+Toronto,GLENCAIRN+STATION,12403
60+Newcastle+Street+Toronto,GLENCAIRN+STATION,14936
70+Gerrard+St.+E.+Toronto,GLENCAIRN+STATION,8930
3410+Bayview+Avenue+Toronto,GLENCAIRN+STATION,13674
525+Bloor+Street+East+Toronto,GLENCAIRN+STATION,8402
87+Pembroke+St+Toronto,GLENCAIRN+STATION,9497
101+Ontario+Street+Toronto,GLENCAIRN+STATION,10371
2808+Dundas+St+W+Toronto,GLENCAIRN+STATION,7220
723+Queen+Street+West+Toronto,GLENCAIRN+STATION,8251
107+Jarvis+Street+Toronto,GLENCAIRN+STATION,10041
Sherbourne+Street+Toronto,GLENCAIRN+STATION,9339
29+Leslie+Street+Toronto,GLENCAIRN+STATION,13265
2671+Islington+Avenue+Toronto,GLENCAIRN+STATION,13449
502+Spadina+Ave.+Toronto,GLENCAIRN+STATION,7571
191+Spadina+Road+Toronto,GLENCAIRN+STATION,5776
95+Wellesley+St.+E.+Toronto,GLENCAIRN+STATION,8368
23+Grange+Road+Toronto,GLENCAIRN+STATION,8748
875+Queen+St+E+Toronto,GLENCAIRN+STATION,12136
7+Vanauley+Street+Toronto,GLENCAIRN+STATION,8374
21+Walmer+Rd.+Toronto,GLENCAIRN+STATION,6238
80+Woodlawn+Ave.+East+Toronto,GLENCAIRN+STATION,5971
6+Warrendale+Court+Etobicoke,GLENCAIRN+STATION,14847
348+Davenport+Rd.+Toronto,GLENCAIRN+STATION,5959
167+College+Street+Toronto,GLENCAIRN+STATION,8049
702+Kennedy+Road+Scarborough,GLENCAIRN+STATION,16303
265+Queens+Drive+Toronto,GLENCAIRN+STATION,6097
248+Dufferin+Street+Toronto,GLENCAIRN+STATION,9008
177+Caledonia+Rd+Toronto,GLENCAIRN+STATION,4728
747+Warden+Ave+Toronto,GLENCAIRN+STATION,15251
100+Lippincott+Street+Toronto,GREENWOOD+STATION,812552
973+Lansdowne+Avenue+Toronto,GREENWOOD+STATION,809651
43+Christie+Street+Toronto,GREENWOOD+STATION,811150
1229+Ellesmere+Road+Toronto,GREENWOOD+STATION,830441
1651+Sheppard+Ave+West+Toronto,GREENWOOD+STATION,816048
4222+Kingston+Road+Toronto,GREENWOOD+STATION,833071
38+Bathrust+St+Toronto,GREENWOOD+STATION,812512
291+Sherbourne+Street+Toronto,GREENWOOD+STATION,815421
3306+Kingston+Road+Toronto,GREENWOOD+STATION,829410
339+George+Street+Toronto,GREENWOOD+STATION,815231
129+Peter+St+Toronto,GREENWOOD+STATION,812860
674+Dundas+St.+W+Toronto,GREENWOOD+STATION,812520
616+Vaughan+Road+Toronto+Toronto,GREENWOOD+STATION,812187
20+Gerrard+Street+East+Toronto,GREENWOOD+STATION,814650
2714+Danforth+Avenue+Toronto,GREENWOOD+STATION,821177
349+George+Street+Toronto,GREENWOOD+STATION,815300
60+Brant+Street+Toronto,GREENWOOD+STATION,812476
360+Lesmill+Road+North+York,GREENWOOD+STATION,825378
25+Canterbury+Place+North+York,GREENWOOD+STATION,837198
"490+Sherbourne+Street,+2nd+floor+Toronto",GREENWOOD+STATION,815043
512+Jarvis+St.+Toronto,GREENWOOD+STATION,814642
86+Lombard+St.+Toronto,GREENWOOD+STATION,814560
1161+Caledonia+Road+Toronto,GREENWOOD+STATION,813263
412+Queen+Street+East+Toronto,GREENWOOD+STATION,815402
702+Kennedy+Rd+Toronto,GREENWOOD+STATION,827133
1322+Bloor+Street+West+Toronto,GREENWOOD+STATION,808939
3576+St.+Clair+Avenue+East+Scarborough,GREENWOOD+STATION,826074
805A+Wellington+Street+W+Toronto,GREENWOOD+STATION,811696
422+Gilbert+Avenue+Toronto,GREENWOOD+STATION,810538
1076+Pape+Avenue+Toronto,GREENWOOD+STATION,818137
14+Vaughan+Road+Toronto,GREENWOOD+STATION,812172
558+Bathurst+Street+Toronto,GREENWOOD+STATION,812387
126+Pape+Avenue+Toronto,GREENWOOD+STATION,817649
60+Newcastle+Street+Toronto,GREENWOOD+STATION,803344
70+Gerrard+St.+E.+Toronto,GREENWOOD+STATION,814926
3410+Bayview+Avenue+Toronto,GREENWOOD+STATION,838903
525+Bloor+Street+East+Toronto,GREENWOOD+STATION,814764
87+Pembroke+St+Toronto,GREENWOOD+STATION,815236
101+Ontario+Street+Toronto,GREENWOOD+STATION,815070
2808+Dundas+St+W+Toronto,GREENWOOD+STATION,808170
723+Queen+Street+West+Toronto,GREENWOOD+STATION,811717
107+Jarvis+Street+Toronto,GREENWOOD+STATION,814664
Sherbourne+Street+Toronto,GREENWOOD+STATION,815363
29+Leslie+Street+Toronto,GREENWOOD+STATION,818273
2671+Islington+Avenue+Toronto,GREENWOOD+STATION,824253
502+Spadina+Ave.+Toronto,GREENWOOD+STATION,813030
191+Spadina+Road+Toronto,GREENWOOD+STATION,812920
95+Wellesley+St.+E.+Toronto,GREENWOOD+STATION,814627
23+Grange+Road+Toronto,GREENWOOD+STATION,813310
875+Queen+St+E+Toronto,GREENWOOD+STATION,817012
7+Vanauley+Street+Toronto,GREENWOOD+STATION,812426
21+Walmer+Rd.+Toronto,GREENWOOD+STATION,812287
80+Woodlawn+Ave.+East+Toronto,GREENWOOD+STATION,814830
6+Warrendale+Court+Etobicoke,GREENWOOD+STATION,823102
348+Davenport+Rd.+Toronto,GREENWOOD+STATION,813387
167+College+Street+Toronto,GREENWOOD+STATION,813507
702+Kennedy+Road+Scarborough,GREENWOOD+STATION,827133
265+Queens+Drive+Toronto,GREENWOOD+STATION,810441
248+Dufferin+Street+Toronto,GREENWOOD+STATION,810385
177+Caledonia+Rd+Toronto,GREENWOOD+STATION,809677
747+Warden+Ave+Toronto,GREENWOOD+STATION,825057
100+Lippincott+Street+Toronto,HIGH+PARK+STATION,5554
973+Lansdowne+Avenue+Toronto,HIGH+PARK+STATION,3003
43+Christie+Street+Toronto,HIGH+PARK+STATION,4265
1229+Ellesmere+Road+Toronto,HIGH+PARK+STATION,24806
1651+Sheppard+Ave+West+Toronto,HIGH+PARK+STATION,13357
4222+Kingston+Road+Toronto,HIGH+PARK+STATION,26187
38+Bathrust+St+Toronto,HIGH+PARK+STATION,6263
291+Sherbourne+Street+Toronto,HIGH+PARK+STATION,8453
3306+Kingston+Road+Toronto,HIGH+PARK+STATION,22526
339+George+Street+Toronto,HIGH+PARK+STATION,8384
129+Peter+St+Toronto,HIGH+PARK+STATION,6704
674+Dundas+St.+W+Toronto,HIGH+PARK+STATION,5604
616+Vaughan+Road+Toronto+Toronto,HIGH+PARK+STATION,6722
20+Gerrard+Street+East+Toronto,HIGH+PARK+STATION,7651
2714+Danforth+Avenue+Toronto,HIGH+PARK+STATION,14292
349+George+Street+Toronto,HIGH+PARK+STATION,8282
60+Brant+Street+Toronto,HIGH+PARK+STATION,6320
360+Lesmill+Road+North+York,HIGH+PARK+STATION,19917
25+Canterbury+Place+North+York,HIGH+PARK+STATION,18167
"490+Sherbourne+Street,+2nd+floor+Toronto",HIGH+PARK+STATION,8158
512+Jarvis+St.+Toronto,HIGH+PARK+STATION,7757
86+Lombard+St.+Toronto,HIGH+PARK+STATION,8404
1161+Caledonia+Road+Toronto,HIGH+PARK+STATION,8091
412+Queen+Street+East+Toronto,HIGH+PARK+STATION,9246
702+Kennedy+Rd+Toronto,HIGH+PARK+STATION,20249
1322+Bloor+Street+West+Toronto,HIGH+PARK+STATION,2054
3576+St.+Clair+Avenue+East+Scarborough,HIGH+PARK+STATION,19190
805A+Wellington+Street+W+Toronto,HIGH+PARK+STATION,5682
422+Gilbert+Avenue+Toronto,HIGH+PARK+STATION,5073
1076+Pape+Avenue+Toronto,HIGH+PARK+STATION,11253
14+Vaughan+Road+Toronto,HIGH+PARK+STATION,6536
558+Bathurst+Street+Toronto,HIGH+PARK+STATION,5503
126+Pape+Avenue+Toronto,HIGH+PARK+STATION,11389
60+Newcastle+Street+Toronto,HIGH+PARK+STATION,6399
70+Gerrard+St.+E.+Toronto,HIGH+PARK+STATION,7928
3410+Bayview+Avenue+Toronto,HIGH+PARK+STATION,22239
525+Bloor+Street+East+Toronto,HIGH+PARK+STATION,7879
87+Pembroke+St+Toronto,HIGH+PARK+STATION,8376
101+Ontario+Street+Toronto,HIGH+PARK+STATION,8914
2808+Dundas+St+W+Toronto,HIGH+PARK+STATION,1844
723+Queen+Street+West+Toronto,HIGH+PARK+STATION,5561
107+Jarvis+Street+Toronto,HIGH+PARK+STATION,8508
Sherbourne+Street+Toronto,HIGH+PARK+STATION,8364
29+Leslie+Street+Toronto,HIGH+PARK+STATION,12116
2671+Islington+Avenue+Toronto,HIGH+PARK+STATION,14122
502+Spadina+Ave.+Toronto,HIGH+PARK+STATION,6032
191+Spadina+Road+Toronto,HIGH+PARK+STATION,6036
95+Wellesley+St.+E.+Toronto,HIGH+PARK+STATION,7743
23+Grange+Road+Toronto,HIGH+PARK+STATION,6742
875+Queen+St+E+Toronto,HIGH+PARK+STATION,10856
7+Vanauley+Street+Toronto,HIGH+PARK+STATION,6270
21+Walmer+Rd.+Toronto,HIGH+PARK+STATION,5403
80+Woodlawn+Ave.+East+Toronto,HIGH+PARK+STATION,8392
6+Warrendale+Court+Etobicoke,HIGH+PARK+STATION,15520
348+Davenport+Rd.+Toronto,HIGH+PARK+STATION,6642
167+College+Street+Toronto,HIGH+PARK+STATION,6508
702+Kennedy+Road+Scarborough,HIGH+PARK+STATION,20249
265+Queens+Drive+Toronto,HIGH+PARK+STATION,7750
248+Dufferin+Street+Toronto,HIGH+PARK+STATION,4655
177+Caledonia+Rd+Toronto,HIGH+PARK+STATION,4212
747+Warden+Ave+Toronto,HIGH+PARK+STATION,18173
100+Lippincott+Street+Toronto,HIGHWAY+407+STATION,20532
973+Lansdowne+Avenue+Toronto,HIGHWAY+407+STATION,16346
43+Christie+Street+Toronto,HIGHWAY+407+STATION,19047
1229+Ellesmere+Road+Toronto,HIGHWAY+407+STATION,25294
1651+Sheppard+Ave+West+Toronto,HIGHWAY+407+STATION,6731
4222+Kingston+Road+Toronto,HIGHWAY+407+STATION,32717
38+Bathrust+St+Toronto,HIGHWAY+407+STATION,21241
291+Sherbourne+Street+Toronto,HIGHWAY+407+STATION,22720
3306+Kingston+Road+Toronto,HIGHWAY+407+STATION,31820
339+George+Street+Toronto,HIGHWAY+407+STATION,22646
129+Peter+St+Toronto,HIGHWAY+407+STATION,21682
674+Dundas+St.+W+Toronto,HIGHWAY+407+STATION,20582
616+Vaughan+Road+Toronto+Toronto,HIGHWAY+407+STATION,15349
20+Gerrard+Street+East+Toronto,HIGHWAY+407+STATION,22063
2714+Danforth+Avenue+Toronto,HIGHWAY+407+STATION,27110
349+George+Street+Toronto,HIGHWAY+407+STATION,22577
60+Brant+Street+Toronto,HIGHWAY+407+STATION,21298
360+Lesmill+Road+North+York,HIGHWAY+407+STATION,16842
25+Canterbury+Place+North+York,HIGHWAY+407+STATION,11030
"490+Sherbourne+Street,+2nd+floor+Toronto",HIGHWAY+407+STATION,21974
512+Jarvis+St.+Toronto,HIGHWAY+407+STATION,21573
86+Lombard+St.+Toronto,HIGHWAY+407+STATION,23382
1161+Caledonia+Road+Toronto,HIGHWAY+407+STATION,11898
412+Queen+Street+East+Toronto,HIGHWAY+407+STATION,23944
702+Kennedy+Rd+Toronto,HIGHWAY+407+STATION,28194
1322+Bloor+Street+West+Toronto,HIGHWAY+407+STATION,16983
3576+St.+Clair+Avenue+East+Scarborough,HIGHWAY+407+STATION,29761
805A+Wellington+Street+W+Toronto,HIGHWAY+407+STATION,20660
422+Gilbert+Avenue+Toronto,HIGHWAY+407+STATION,13875
1076+Pape+Avenue+Toronto,HIGHWAY+407+STATION,22469
14+Vaughan+Road+Toronto,HIGHWAY+407+STATION,17630
558+Bathurst+Street+Toronto,HIGHWAY+407+STATION,20306
126+Pape+Avenue+Toronto,HIGHWAY+407+STATION,25786
60+Newcastle+Street+Toronto,HIGHWAY+407+STATION,20089
70+Gerrard+St.+E.+Toronto,HIGHWAY+407+STATION,22223
3410+Bayview+Avenue+Toronto,HIGHWAY+407+STATION,11602
525+Bloor+Street+East+Toronto,HIGHWAY+407+STATION,21695
87+Pembroke+St+Toronto,HIGHWAY+407+STATION,22790
101+Ontario+Street+Toronto,HIGHWAY+407+STATION,23892
2808+Dundas+St+W+Toronto,HIGHWAY+407+STATION,14865
723+Queen+Street+West+Toronto,HIGHWAY+407+STATION,20538
107+Jarvis+Street+Toronto,HIGHWAY+407+STATION,23486
Sherbourne+Street+Toronto,HIGHWAY+407+STATION,22632
29+Leslie+Street+Toronto,HIGHWAY+407+STATION,26568
2671+Islington+Avenue+Toronto,HIGHWAY+407+STATION,7964
502+Spadina+Ave.+Toronto,HIGHWAY+407+STATION,21010
191+Spadina+Road+Toronto,HIGHWAY+407+STATION,19280
95+Wellesley+St.+E.+Toronto,HIGHWAY+407+STATION,21661
23+Grange+Road+Toronto,HIGHWAY+407+STATION,21720
875+Queen+St+E+Toronto,HIGHWAY+407+STATION,25429
7+Vanauley+Street+Toronto,HIGHWAY+407+STATION,21248
21+Walmer+Rd.+Toronto,HIGHWAY+407+STATION,19810
80+Woodlawn+Ave.+East+Toronto,HIGHWAY+407+STATION,19354
6+Warrendale+Court+Etobicoke,HIGHWAY+407+STATION,9258
348+Davenport+Rd.+Toronto,HIGHWAY+407+STATION,19502
167+College+Street+Toronto,HIGHWAY+407+STATION,21486
702+Kennedy+Road+Scarborough,HIGHWAY+407+STATION,28194
265+Queens+Drive+Toronto,HIGHWAY+407+STATION,8652
248+Dufferin+Street+Toronto,HIGHWAY+407+STATION,19633
177+Caledonia+Rd+Toronto,HIGHWAY+407+STATION,14483
747+Warden+Ave+Toronto,HIGHWAY+407+STATION,26667
100+Lippincott+Street+Toronto,ISLINGTON+STATION,10373
973+Lansdowne+Avenue+Toronto,ISLINGTON+STATION,7822
43+Christie+Street+Toronto,ISLINGTON+STATION,9085
1229+Ellesmere+Road+Toronto,ISLINGTON+STATION,28637
1651+Sheppard+Ave+West+Toronto,ISLINGTON+STATION,14244
4222+Kingston+Road+Toronto,ISLINGTON+STATION,31006
38+Bathrust+St+Toronto,ISLINGTON+STATION,11082
291+Sherbourne+Street+Toronto,ISLINGTON+STATION,13272
3306+Kingston+Road+Toronto,ISLINGTON+STATION,27346
339+George+Street+Toronto,ISLINGTON+STATION,13204
129+Peter+St+Toronto,ISLINGTON+STATION,11523
674+Dundas+St.+W+Toronto,ISLINGTON+STATION,10423
616+Vaughan+Road+Toronto+Toronto,ISLINGTON+STATION,10383
20+Gerrard+Street+East+Toronto,ISLINGTON+STATION,12471
2714+Danforth+Avenue+Toronto,ISLINGTON+STATION,19112
349+George+Street+Toronto,ISLINGTON+STATION,13102
60+Brant+Street+Toronto,ISLINGTON+STATION,11140
360+Lesmill+Road+North+York,ISLINGTON+STATION,23574
25+Canterbury+Place+North+York,ISLINGTON+STATION,21415
"490+Sherbourne+Street,+2nd+floor+Toronto",ISLINGTON+STATION,12978
512+Jarvis+St.+Toronto,ISLINGTON+STATION,12577
86+Lombard+St.+Toronto,ISLINGTON+STATION,13223
1161+Caledonia+Road+Toronto,ISLINGTON+STATION,11459
412+Queen+Street+East+Toronto,ISLINGTON+STATION,14065
702+Kennedy+Rd+Toronto,ISLINGTON+STATION,25068
1322+Bloor+Street+West+Toronto,ISLINGTON+STATION,6874
3576+St.+Clair+Avenue+East+Scarborough,ISLINGTON+STATION,24009
805A+Wellington+Street+W+Toronto,ISLINGTON+STATION,10502
422+Gilbert+Avenue+Toronto,ISLINGTON+STATION,8734
1076+Pape+Avenue+Toronto,ISLINGTON+STATION,16072
14+Vaughan+Road+Toronto,ISLINGTON+STATION,10368
558+Bathurst+Street+Toronto,ISLINGTON+STATION,10322
126+Pape+Avenue+Toronto,ISLINGTON+STATION,16209
60+Newcastle+Street+Toronto,ISLINGTON+STATION,4512
70+Gerrard+St.+E.+Toronto,ISLINGTON+STATION,12748
3410+Bayview+Avenue+Toronto,ISLINGTON+STATION,25827
525+Bloor+Street+East+Toronto,ISLINGTON+STATION,12699
87+Pembroke+St+Toronto,ISLINGTON+STATION,13196
101+Ontario+Street+Toronto,ISLINGTON+STATION,13734
2808+Dundas+St+W+Toronto,ISLINGTON+STATION,6366
723+Queen+Street+West+Toronto,ISLINGTON+STATION,10380
107+Jarvis+Street+Toronto,ISLINGTON+STATION,13328
Sherbourne+Street+Toronto,ISLINGTON+STATION,13184
29+Leslie+Street+Toronto,ISLINGTON+STATION,16936
2671+Islington+Avenue+Toronto,ISLINGTON+STATION,11076
502+Spadina+Ave.+Toronto,ISLINGTON+STATION,10851
191+Spadina+Road+Toronto,ISLINGTON+STATION,10855
95+Wellesley+St.+E.+Toronto,ISLINGTON+STATION,12563
23+Grange+Road+Toronto,ISLINGTON+STATION,11561
875+Queen+St+E+Toronto,ISLINGTON+STATION,15675
7+Vanauley+Street+Toronto,ISLINGTON+STATION,11090
21+Walmer+Rd.+Toronto,ISLINGTON+STATION,10222
80+Woodlawn+Ave.+East+Toronto,ISLINGTON+STATION,13026
6+Warrendale+Court+Etobicoke,ISLINGTON+STATION,11924
348+Davenport+Rd.+Toronto,ISLINGTON+STATION,11461
167+College+Street+Toronto,ISLINGTON+STATION,11328
702+Kennedy+Road+Scarborough,ISLINGTON+STATION,25068
265+Queens+Drive+Toronto,ISLINGTON+STATION,8637
248+Dufferin+Street+Toronto,ISLINGTON+STATION,9194
177+Caledonia+Rd+Toronto,ISLINGTON+STATION,7873
747+Warden+Ave+Toronto,ISLINGTON+STATION,22992
100+Lippincott+Street+Toronto,JANE+STATION,6887
973+Lansdowne+Avenue+Toronto,JANE+STATION,4335
43+Christie+Street+Toronto,JANE+STATION,5598
1229+Ellesmere+Road+Toronto,JANE+STATION,26139
1651+Sheppard+Ave+West+Toronto,JANE+STATION,12412
4222+Kingston+Road+Toronto,JANE+STATION,27519
38+Bathrust+St+Toronto,JANE+STATION,7596
291+Sherbourne+Street+Toronto,JANE+STATION,9786
3306+Kingston+Road+Toronto,JANE+STATION,23859
339+George+Street+Toronto,JANE+STATION,9717
129+Peter+St+Toronto,JANE+STATION,8036
674+Dundas+St.+W+Toronto,JANE+STATION,6936
616+Vaughan+Road+Toronto+Toronto,JANE+STATION,7960
20+Gerrard+Street+East+Toronto,JANE+STATION,8984
2714+Danforth+Avenue+Toronto,JANE+STATION,15625
349+George+Street+Toronto,JANE+STATION,9615
60+Brant+Street+Toronto,JANE+STATION,7653
360+Lesmill+Road+North+York,JANE+STATION,21155
25+Canterbury+Place+North+York,JANE+STATION,19405
"490+Sherbourne+Street,+2nd+floor+Toronto",JANE+STATION,9491
512+Jarvis+St.+Toronto,JANE+STATION,9090
86+Lombard+St.+Toronto,JANE+STATION,9736
1161+Caledonia+Road+Toronto,JANE+STATION,9329
412+Queen+Street+East+Toronto,JANE+STATION,10579
702+Kennedy+Rd+Toronto,JANE+STATION,21581
1322+Bloor+Street+West+Toronto,JANE+STATION,3387
3576+St.+Clair+Avenue+East+Scarborough,JANE+STATION,20522
805A+Wellington+Street+W+Toronto,JANE+STATION,7015
422+Gilbert+Avenue+Toronto,JANE+STATION,6311
1076+Pape+Avenue+Toronto,JANE+STATION,12585
14+Vaughan+Road+Toronto,JANE+STATION,7868
558+Bathurst+Street+Toronto,JANE+STATION,6835
126+Pape+Avenue+Toronto,JANE+STATION,12722
60+Newcastle+Street+Toronto,JANE+STATION,5504
70+Gerrard+St.+E.+Toronto,JANE+STATION,9261
3410+Bayview+Avenue+Toronto,JANE+STATION,23477
525+Bloor+Street+East+Toronto,JANE+STATION,9212
87+Pembroke+St+Toronto,JANE+STATION,9709
101+Ontario+Street+Toronto,JANE+STATION,10247
2808+Dundas+St+W+Toronto,JANE+STATION,3082
723+Queen+Street+West+Toronto,JANE+STATION,6893
107+Jarvis+Street+Toronto,JANE+STATION,9841
Sherbourne+Street+Toronto,JANE+STATION,9697
29+Leslie+Street+Toronto,JANE+STATION,13449
2671+Islington+Avenue+Toronto,JANE+STATION,13177
502+Spadina+Ave.+Toronto,JANE+STATION,7364
191+Spadina+Road+Toronto,JANE+STATION,7368
95+Wellesley+St.+E.+Toronto,JANE+STATION,9076
23+Grange+Road+Toronto,JANE+STATION,8074
875+Queen+St+E+Toronto,JANE+STATION,12189
7+Vanauley+Street+Toronto,JANE+STATION,7603
21+Walmer+Rd.+Toronto,JANE+STATION,6735
80+Woodlawn+Ave.+East+Toronto,JANE+STATION,9724
6+Warrendale+Court+Etobicoke,JANE+STATION,14575
348+Davenport+Rd.+Toronto,JANE+STATION,7974
167+College+Street+Toronto,JANE+STATION,7841
702+Kennedy+Road+Scarborough,JANE+STATION,21581
265+Queens+Drive+Toronto,JANE+STATION,6805
248+Dufferin+Street+Toronto,JANE+STATION,5987
177+Caledonia+Rd+Toronto,JANE+STATION,5450
747+Warden+Ave+Toronto,JANE+STATION,19505
100+Lippincott+Street+Toronto,KEELE+STATION,4970
973+Lansdowne+Avenue+Toronto,KEELE+STATION,2418
43+Christie+Street+Toronto,KEELE+STATION,3681
1229+Ellesmere+Road+Toronto,KEELE+STATION,24222
1651+Sheppard+Ave+West+Toronto,KEELE+STATION,12985
4222+Kingston+Road+Toronto,KEELE+STATION,25602
38+Bathrust+St+Toronto,KEELE+STATION,5679
291+Sherbourne+Street+Toronto,KEELE+STATION,7869
3306+Kingston+Road+Toronto,KEELE+STATION,21942
339+George+Street+Toronto,KEELE+STATION,7800
129+Peter+St+Toronto,KEELE+STATION,6119
674+Dundas+St.+W+Toronto,KEELE+STATION,5019
616+Vaughan+Road+Toronto+Toronto,KEELE+STATION,6165
20+Gerrard+Street+East+Toronto,KEELE+STATION,7067
2714+Danforth+Avenue+Toronto,KEELE+STATION,13708
349+George+Street+Toronto,KEELE+STATION,7698
60+Brant+Street+Toronto,KEELE+STATION,5736
360+Lesmill+Road+North+York,KEELE+STATION,19360
25+Canterbury+Place+North+York,KEELE+STATION,17610
"490+Sherbourne+Street,+2nd+floor+Toronto",KEELE+STATION,7574
512+Jarvis+St.+Toronto,KEELE+STATION,7173
86+Lombard+St.+Toronto,KEELE+STATION,7819
1161+Caledonia+Road+Toronto,KEELE+STATION,7534
412+Queen+Street+East+Toronto,KEELE+STATION,8661
702+Kennedy+Rd+Toronto,KEELE+STATION,19664
1322+Bloor+Street+West+Toronto,KEELE+STATION,1470
3576+St.+Clair+Avenue+East+Scarborough,KEELE+STATION,18605
805A+Wellington+Street+W+Toronto,KEELE+STATION,5098
422+Gilbert+Avenue+Toronto,KEELE+STATION,4516
1076+Pape+Avenue+Toronto,KEELE+STATION,10668
14+Vaughan+Road+Toronto,KEELE+STATION,5951
558+Bathurst+Street+Toronto,KEELE+STATION,4918
126+Pape+Avenue+Toronto,KEELE+STATION,10805
60+Newcastle+Street+Toronto,KEELE+STATION,6640
70+Gerrard+St.+E.+Toronto,KEELE+STATION,7344
3410+Bayview+Avenue+Toronto,KEELE+STATION,21682
525+Bloor+Street+East+Toronto,KEELE+STATION,7295
87+Pembroke+St+Toronto,KEELE+STATION,7792
101+Ontario+Street+Toronto,KEELE+STATION,8330
2808+Dundas+St+W+Toronto,KEELE+STATION,1287
723+Queen+Street+West+Toronto,KEELE+STATION,4976
107+Jarvis+Street+Toronto,KEELE+STATION,7924
Sherbourne+Street+Toronto,KEELE+STATION,7780
29+Leslie+Street+Toronto,KEELE+STATION,11532
2671+Islington+Avenue+Toronto,KEELE+STATION,13755
502+Spadina+Ave.+Toronto,KEELE+STATION,5447
191+Spadina+Road+Toronto,KEELE+STATION,5451
95+Wellesley+St.+E.+Toronto,KEELE+STATION,7159
23+Grange+Road+Toronto,KEELE+STATION,6157
875+Queen+St+E+Toronto,KEELE+STATION,10272
7+Vanauley+Street+Toronto,KEELE+STATION,5686
21+Walmer+Rd.+Toronto,KEELE+STATION,4818
80+Woodlawn+Ave.+East+Toronto,KEELE+STATION,7807
6+Warrendale+Court+Etobicoke,KEELE+STATION,15153
348+Davenport+Rd.+Toronto,KEELE+STATION,6057
167+College+Street+Toronto,KEELE+STATION,5924
702+Kennedy+Road+Scarborough,KEELE+STATION,19664
265+Queens+Drive+Toronto,KEELE+STATION,7378
248+Dufferin+Street+Toronto,KEELE+STATION,4070
177+Caledonia+Rd+Toronto,KEELE+STATION,3655
747+Warden+Ave+Toronto,KEELE+STATION,17588
100+Lippincott+Street+Toronto,KENNEDY+STATION,2405146
973+Lansdowne+Avenue+Toronto,KENNEDY+STATION,2402244
43+Christie+Street+Toronto,KENNEDY+STATION,2403743
1229+Ellesmere+Road+Toronto,KENNEDY+STATION,2424054
1651+Sheppard+Ave+West+Toronto,KENNEDY+STATION,2405338
4222+Kingston+Road+Toronto,KENNEDY+STATION,2425665
38+Bathrust+St+Toronto,KENNEDY+STATION,2405106
291+Sherbourne+Street+Toronto,KENNEDY+STATION,2408015
3306+Kingston+Road+Toronto,KENNEDY+STATION,2422004
339+George+Street+Toronto,KENNEDY+STATION,2407825
129+Peter+St+Toronto,KENNEDY+STATION,2405453
674+Dundas+St.+W+Toronto,KENNEDY+STATION,2405114
616+Vaughan+Road+Toronto+Toronto,KENNEDY+STATION,2406350
20+Gerrard+Street+East+Toronto,KENNEDY+STATION,2407243
2714+Danforth+Avenue+Toronto,KENNEDY+STATION,2413770
349+George+Street+Toronto,KENNEDY+STATION,2407893
60+Brant+Street+Toronto,KENNEDY+STATION,2405070
360+Lesmill+Road+North+York,KENNEDY+STATION,2416924
