or,de,Time
512+Jarvis+St.+Toronto,CHESTER+STATION,524582
86+Lombard+St.+Toronto,CHESTER+STATION,523737
1161+Caledonia+Road+Toronto,CHESTER+STATION,525218
412+Queen+Street+East+Toronto,CHESTER+STATION,524387
702+Kennedy+Rd+Toronto,CHESTER+STATION,534220
1322+Bloor+Street+West+Toronto,CHESTER+STATION,520621
3576+St.+Clair+Avenue+East+Scarborough,CHESTER+STATION,533280
805A+Wellington+Street+W+Toronto,CHESTER+STATION,521294
422+Gilbert+Avenue+Toronto,CHESTER+STATION,523017
1076+Pape+Avenue+Toronto,CHESTER+STATION,527493
14+Vaughan+Road+Toronto,CHESTER+STATION,523925
558+Bathurst+Street+Toronto,CHESTER+STATION,522433
126+Pape+Avenue+Toronto,CHESTER+STATION,526078
60+Newcastle+Street+Toronto,CHESTER+STATION,515495
70+Gerrard+St.+E.+Toronto,CHESTER+STATION,524075
3410+Bayview+Avenue+Toronto,CHESTER+STATION,535611
525+Bloor+Street+East+Toronto,CHESTER+STATION,525027
87+Pembroke+St+Toronto,CHESTER+STATION,524250
101+Ontario+Street+Toronto,CHESTER+STATION,524123
2808+Dundas+St+W+Toronto,CHESTER+STATION,520651
723+Queen+Street+West+Toronto,CHESTER+STATION,521549
107+Jarvis+Street+Toronto,CHESTER+STATION,523819
Sherbourne+Street+Toronto,CHESTER+STATION,524432
29+Leslie+Street+Toronto,CHESTER+STATION,526558
2671+Islington+Avenue+Toronto,CHESTER+STATION,525052
502+Spadina+Ave.+Toronto,CHESTER+STATION,522794
191+Spadina+Road+Toronto,CHESTER+STATION,523682
95+Wellesley+St.+E.+Toronto,CHESTER+STATION,524408
23+Grange+Road+Toronto,CHESTER+STATION,522747
875+Queen+St+E+Toronto,CHESTER+STATION,525598
7+Vanauley+Street+Toronto,CHESTER+STATION,522072
21+Walmer+Rd.+Toronto,CHESTER+STATION,523144
80+Woodlawn+Ave.+East+Toronto,CHESTER+STATION,525369
6+Warrendale+Court+Etobicoke,CHESTER+STATION,524729
348+Davenport+Rd.+Toronto,CHESTER+STATION,524094
167+College+Street+Toronto,CHESTER+STATION,523185
702+Kennedy+Road+Scarborough,CHESTER+STATION,534220
265+Queens+Drive+Toronto,CHESTER+STATION,523429
248+Dufferin+Street+Toronto,CHESTER+STATION,520304
177+Caledonia+Rd+Toronto,CHESTER+STATION,522350
747+Warden+Ave+Toronto,CHESTER+STATION,532576
100+Lippincott+Street+Toronto,CHRISTIE+STATION,1205
973+Lansdowne+Avenue+Toronto,CHRISTIE+STATION,2155
43+Christie+Street+Toronto,CHRISTIE+STATION,89
1229+Ellesmere+Road+Toronto,CHRISTIE+STATION,15287
1651+Sheppard+Ave+West+Toronto,CHRISTIE+STATION,9674
4222+Kingston+Road+Toronto,CHRISTIE+STATION,16455
38+Bathrust+St+Toronto,CHRISTIE+STATION,2599
291+Sherbourne+Street+Toronto,CHRISTIE+STATION,3562
3306+Kingston+Road+Toronto,CHRISTIE+STATION,13608
339+George+Street+Toronto,CHRISTIE+STATION,3479
129+Peter+St+Toronto,CHRISTIE+STATION,2728
674+Dundas+St.+W+Toronto,CHRISTIE+STATION,1760
616+Vaughan+Road+Toronto+Toronto,CHRISTIE+STATION,2800
20+Gerrard+Street+East+Toronto,CHRISTIE+STATION,2928
2714+Danforth+Avenue+Toronto,CHRISTIE+STATION,7565
349+George+Street+Toronto,CHRISTIE+STATION,3427
60+Brant+Street+Toronto,CHRISTIE+STATION,2430
360+Lesmill+Road+North+York,CHRISTIE+STATION,11616
25+Canterbury+Place+North+York,CHRISTIE+STATION,10501
"490+Sherbourne+Street,+2nd+floor+Toronto",CHRISTIE+STATION,3049
512+Jarvis+St.+Toronto,CHRISTIE+STATION,2743
86+Lombard+St.+Toronto,CHRISTIE+STATION,3932
1161+Caledonia+Road+Toronto,CHRISTIE+STATION,6004
412+Queen+Street+East+Toronto,CHRISTIE+STATION,4510
702+Kennedy+Rd+Toronto,CHRISTIE+STATION,11924
1322+Bloor+Street+West+Toronto,CHRISTIE+STATION,1629
3576+St.+Clair+Avenue+East+Scarborough,CHRISTIE+STATION,11211
805A+Wellington+Street+W+Toronto,CHRISTIE+STATION,2238
422+Gilbert+Avenue+Toronto,CHRISTIE+STATION,4442
1076+Pape+Avenue+Toronto,CHRISTIE+STATION,5308
14+Vaughan+Road+Toronto,CHRISTIE+STATION,1714
558+Bathurst+Street+Toronto,CHRISTIE+STATION,1036
126+Pape+Avenue+Toronto,CHRISTIE+STATION,6002
60+Newcastle+Street+Toronto,CHRISTIE+STATION,7515
70+Gerrard+St.+E.+Toronto,CHRISTIE+STATION,3140
3410+Bayview+Avenue+Toronto,CHRISTIE+STATION,13409
525+Bloor+Street+East+Toronto,CHRISTIE+STATION,2843
87+Pembroke+St+Toronto,CHRISTIE+STATION,3610
101+Ontario+Street+Toronto,CHRISTIE+STATION,4304
2808+Dundas+St+W+Toronto,CHRISTIE+STATION,3227
723+Queen+Street+West+Toronto,CHRISTIE+STATION,1935
107+Jarvis+Street+Toronto,CHRISTIE+STATION,4027
Sherbourne+Street+Toronto,CHRISTIE+STATION,3474
29+Leslie+Street+Toronto,CHRISTIE+STATION,6666
2671+Islington+Avenue+Toronto,CHRISTIE+STATION,12600
502+Spadina+Ave.+Toronto,CHRISTIE+STATION,1637
191+Spadina+Road+Toronto,CHRISTIE+STATION,1409
95+Wellesley+St.+E.+Toronto,CHRISTIE+STATION,2753
23+Grange+Road+Toronto,CHRISTIE+STATION,2637
875+Queen+St+E+Toronto,CHRISTIE+STATION,5738
7+Vanauley+Street+Toronto,CHRISTIE+STATION,2304
21+Walmer+Rd.+Toronto,CHRISTIE+STATION,942
80+Woodlawn+Ave.+East+Toronto,CHRISTIE+STATION,3165
6+Warrendale+Court+Etobicoke,CHRISTIE+STATION,13646
348+Davenport+Rd.+Toronto,CHRISTIE+STATION,1889
167+College+Street+Toronto,CHRISTIE+STATION,2104
702+Kennedy+Road+Scarborough,CHRISTIE+STATION,11924
265+Queens+Drive+Toronto,CHRISTIE+STATION,7984
248+Dufferin+Street+Toronto,CHRISTIE+STATION,3041
177+Caledonia+Rd+Toronto,CHRISTIE+STATION,3534
747+Warden+Ave+Toronto,CHRISTIE+STATION,10392
100+Lippincott+Street+Toronto,COLLEGE+STATION,1704471
973+Lansdowne+Avenue+Toronto,COLLEGE+STATION,1702434
43+Christie+Street+Toronto,COLLEGE+STATION,1703580
1229+Ellesmere+Road+Toronto,COLLEGE+STATION,1717876
1651+Sheppard+Ave+West+Toronto,COLLEGE+STATION,1753400
4222+Kingston+Road+Toronto,COLLEGE+STATION,1719925
38+Bathrust+St+Toronto,COLLEGE+STATION,1704182
291+Sherbourne+Street+Toronto,COLLEGE+STATION,1706695
3306+Kingston+Road+Toronto,COLLEGE+STATION,1717077
339+George+Street+Toronto,COLLEGE+STATION,1706553
129+Peter+St+Toronto,COLLEGE+STATION,1704748
674+Dundas+St.+W+Toronto,COLLEGE+STATION,1704458
616+Vaughan+Road+Toronto+Toronto,COLLEGE+STATION,1704161
20+Gerrard+Street+East+Toronto,COLLEGE+STATION,1706108
2714+Danforth+Avenue+Toronto,COLLEGE+STATION,1711034
349+George+Street+Toronto,COLLEGE+STATION,1706600
60+Brant+Street+Toronto,COLLEGE+STATION,1704450
360+Lesmill+Road+North+York,COLLEGE+STATION,1714071
25+Canterbury+Place+North+York,COLLEGE+STATION,1757877
"490+Sherbourne+Street,+2nd+floor+Toronto",COLLEGE+STATION,1706518
512+Jarvis+St.+Toronto,COLLEGE+STATION,1706212
86+Lombard+St.+Toronto,COLLEGE+STATION,1706055
1161+Caledonia+Road+Toronto,COLLEGE+STATION,1704964
412+Queen+Street+East+Toronto,COLLEGE+STATION,1706705
702+Kennedy+Rd+Toronto,COLLEGE+STATION,1715394
1322+Bloor+Street+West+Toronto,COLLEGE+STATION,1701906
3576+St.+Clair+Avenue+East+Scarborough,COLLEGE+STATION,1714680
805A+Wellington+Street+W+Toronto,COLLEGE+STATION,1703576
422+Gilbert+Avenue+Toronto,COLLEGE+STATION,1703019
1076+Pape+Avenue+Toronto,COLLEGE+STATION,1708778
14+Vaughan+Road+Toronto,COLLEGE+STATION,1704221
558+Bathurst+Street+Toronto,COLLEGE+STATION,1704500
126+Pape+Avenue+Toronto,COLLEGE+STATION,1708396
60+Newcastle+Street+Toronto,COLLEGE+STATION,1697617
70+Gerrard+St.+E.+Toronto,COLLEGE+STATION,1706320
3410+Bayview+Avenue+Toronto,COLLEGE+STATION,1759052
525+Bloor+Street+East+Toronto,COLLEGE+STATION,1706312
87+Pembroke+St+Toronto,COLLEGE+STATION,1706568
101+Ontario+Street+Toronto,COLLEGE+STATION,1706441
2808+Dundas+St+W+Toronto,COLLEGE+STATION,1701313
723+Queen+Street+West+Toronto,COLLEGE+STATION,1703867
107+Jarvis+Street+Toronto,COLLEGE+STATION,1706137
Sherbourne+Street+Toronto,COLLEGE+STATION,1706654
29+Leslie+Street+Toronto,COLLEGE+STATION,1708876
2671+Islington+Avenue+Toronto,COLLEGE+STATION,1748242
502+Spadina+Ave.+Toronto,COLLEGE+STATION,1704831
191+Spadina+Road+Toronto,COLLEGE+STATION,1704902
95+Wellesley+St.+E.+Toronto,COLLEGE+STATION,1706222
23+Grange+Road+Toronto,COLLEGE+STATION,1705064
875+Queen+St+E+Toronto,COLLEGE+STATION,1707916
7+Vanauley+Street+Toronto,COLLEGE+STATION,1704389
21+Walmer+Rd.+Toronto,COLLEGE+STATION,1704429
80+Woodlawn+Ave.+East+Toronto,COLLEGE+STATION,1706280
6+Warrendale+Court+Etobicoke,COLLEGE+STATION,1747311
348+Davenport+Rd.+Toronto,COLLEGE+STATION,1705247
167+College+Street+Toronto,COLLEGE+STATION,1705223
702+Kennedy+Road+Scarborough,COLLEGE+STATION,1715394
265+Queens+Drive+Toronto,COLLEGE+STATION,1702998
248+Dufferin+Street+Toronto,COLLEGE+STATION,1702586
177+Caledonia+Rd+Toronto,COLLEGE+STATION,1702352
747+Warden+Ave+Toronto,COLLEGE+STATION,1713861
100+Lippincott+Street+Toronto,COXWELL+STATION,6217
973+Lansdowne+Avenue+Toronto,COXWELL+STATION,8130
43+Christie+Street+Toronto,COXWELL+STATION,6273
1229+Ellesmere+Road+Toronto,COXWELL+STATION,9670
1651+Sheppard+Ave+West+Toronto,COXWELL+STATION,14548
4222+Kingston+Road+Toronto,COXWELL+STATION,10465
38+Bathrust+St+Toronto,COXWELL+STATION,7299
291+Sherbourne+Street+Toronto,COXWELL+STATION,4376
3306+Kingston+Road+Toronto,COXWELL+STATION,7617
339+George+Street+Toronto,COXWELL+STATION,4520
129+Peter+St+Toronto,COXWELL+STATION,6367
674+Dundas+St.+W+Toronto,COXWELL+STATION,6563
616+Vaughan+Road+Toronto+Toronto,COXWELL+STATION,8173
20+Gerrard+Street+East+Toronto,COXWELL+STATION,4829
2714+Danforth+Avenue+Toronto,COXWELL+STATION,1574
349+George+Street+Toronto,COXWELL+STATION,4467
60+Brant+Street+Toronto,COXWELL+STATION,6776
360+Lesmill+Road+North+York,COXWELL+STATION,7771
25+Canterbury+Place+North+York,COXWELL+STATION,11312
"490+Sherbourne+Street,+2nd+floor+Toronto",COXWELL+STATION,3729
512+Jarvis+St.+Toronto,COXWELL+STATION,3887
86+Lombard+St.+Toronto,COXWELL+STATION,5222
1161+Caledonia+Road+Toronto,COXWELL+STATION,11373
412+Queen+Street+East+Toronto,COXWELL+STATION,4400
702+Kennedy+Rd+Toronto,COXWELL+STATION,6160
1322+Bloor+Street+West+Toronto,COXWELL+STATION,7717
3576+St.+Clair+Avenue+East+Scarborough,COXWELL+STATION,5220
805A+Wellington+Street+W+Toronto,COXWELL+STATION,7734
422+Gilbert+Avenue+Toronto,COXWELL+STATION,10079
1076+Pape+Avenue+Toronto,COXWELL+STATION,2265
14+Vaughan+Road+Toronto,COXWELL+STATION,6539
558+Bathurst+Street+Toronto,COXWELL+STATION,6205
126+Pape+Avenue+Toronto,COXWELL+STATION,2852
60+Newcastle+Street+Toronto,COXWELL+STATION,13592
70+Gerrard+St.+E.+Toronto,COXWELL+STATION,4622
3410+Bayview+Avenue+Toronto,COXWELL+STATION,11907
525+Bloor+Street+East+Toronto,COXWELL+STATION,3364
87+Pembroke+St+Toronto,COXWELL+STATION,4538
101+Ontario+Street+Toronto,COXWELL+STATION,4704
2808+Dundas+St+W+Toronto,COXWELL+STATION,9117
723+Queen+Street+West+Toronto,COXWELL+STATION,7121
107+Jarvis+Street+Toronto,COXWELL+STATION,5148
Sherbourne+Street+Toronto,COXWELL+STATION,4320
29+Leslie+Street+Toronto,COXWELL+STATION,2603
2671+Islington+Avenue+Toronto,COXWELL+STATION,18238
502+Spadina+Ave.+Toronto,COXWELL+STATION,5816
191+Spadina+Road+Toronto,COXWELL+STATION,5646
95+Wellesley+St.+E.+Toronto,COXWELL+STATION,4086
23+Grange+Road+Toronto,COXWELL+STATION,5998
875+Queen+St+E+Toronto,COXWELL+STATION,3276
7+Vanauley+Street+Toronto,COXWELL+STATION,6650
21+Walmer+Rd.+Toronto,COXWELL+STATION,5441
80+Woodlawn+Ave.+East+Toronto,COXWELL+STATION,5186
6+Warrendale+Court+Etobicoke,COXWELL+STATION,19284
348+Davenport+Rd.+Toronto,COXWELL+STATION,5175
167+College+Street+Toronto,COXWELL+STATION,5359
702+Kennedy+Road+Scarborough,COXWELL+STATION,6160
265+Queens+Drive+Toronto,COXWELL+STATION,13622
248+Dufferin+Street+Toronto,COXWELL+STATION,8730
177+Caledonia+Rd+Toronto,COXWELL+STATION,9172
747+Warden+Ave+Toronto,COXWELL+STATION,4654
100+Lippincott+Street+Toronto,DAVISVILLE+STATION,4456
973+Lansdowne+Avenue+Toronto,DAVISVILLE+STATION,5237
43+Christie+Street+Toronto,DAVISVILLE+STATION,4161
1229+Ellesmere+Road+Toronto,DAVISVILLE+STATION,11678
1651+Sheppard+Ave+West+Toronto,DAVISVILLE+STATION,8844
4222+Kingston+Road+Toronto,DAVISVILLE+STATION,14828
38+Bathrust+St+Toronto,DAVISVILLE+STATION,5988
291+Sherbourne+Street+Toronto,DAVISVILLE+STATION,4068
3306+Kingston+Road+Toronto,DAVISVILLE+STATION,11980
339+George+Street+Toronto,DAVISVILLE+STATION,4012
129+Peter+St+Toronto,DAVISVILLE+STATION,4934
674+Dundas+St.+W+Toronto,DAVISVILLE+STATION,4946
616+Vaughan+Road+Toronto+Toronto,DAVISVILLE+STATION,3265
20+Gerrard+Street+East+Toronto,DAVISVILLE+STATION,3545
2714+Danforth+Avenue+Toronto,DAVISVILLE+STATION,7478
349+George+Street+Toronto,DAVISVILLE+STATION,3959
60+Brant+Street+Toronto,DAVISVILLE+STATION,5295
360+Lesmill+Road+North+York,DAVISVILLE+STATION,7711
25+Canterbury+Place+North+York,DAVISVILLE+STATION,6471
"490+Sherbourne+Street,+2nd+floor+Toronto",DAVISVILLE+STATION,3431
512+Jarvis+St.+Toronto,DAVISVILLE+STATION,3131
86+Lombard+St.+Toronto,DAVISVILLE+STATION,4497
1161+Caledonia+Road+Toronto,DAVISVILLE+STATION,5512
412+Queen+Street+East+Toronto,DAVISVILLE+STATION,5015
702+Kennedy+Rd+Toronto,DAVISVILLE+STATION,9951
1322+Bloor+Street+West+Toronto,DAVISVILLE+STATION,5794
3576+St.+Clair+Avenue+East+Scarborough,DAVISVILLE+STATION,9393
805A+Wellington+Street+W+Toronto,DAVISVILLE+STATION,6378
422+Gilbert+Avenue+Toronto,DAVISVILLE+STATION,4687
1076+Pape+Avenue+Toronto,DAVISVILLE+STATION,4096
14+Vaughan+Road+Toronto,DAVISVILLE+STATION,2500
558+Bathurst+Street+Toronto,DAVISVILLE+STATION,4426
126+Pape+Avenue+Toronto,DAVISVILLE+STATION,6315
60+Newcastle+Street+Toronto,DAVISVILLE+STATION,11677
70+Gerrard+St.+E.+Toronto,DAVISVILLE+STATION,3672
3410+Bayview+Avenue+Toronto,DAVISVILLE+STATION,9379
525+Bloor+Street+East+Toronto,DAVISVILLE+STATION,3225
87+Pembroke+St+Toronto,DAVISVILLE+STATION,4116
101+Ontario+Street+Toronto,DAVISVILLE+STATION,4809
2808+Dundas+St+W+Toronto,DAVISVILLE+STATION,6169
723+Queen+Street+West+Toronto,DAVISVILLE+STATION,5602
107+Jarvis+Street+Toronto,DAVISVILLE+STATION,4569
Sherbourne+Street+Toronto,DAVISVILLE+STATION,3979
29+Leslie+Street+Toronto,DAVISVILLE+STATION,6987
2671+Islington+Avenue+Toronto,DAVISVILLE+STATION,12904
502+Spadina+Ave.+Toronto,DAVISVILLE+STATION,4162
191+Spadina+Road+Toronto,DAVISVILLE+STATION,2787
95+Wellesley+St.+E.+Toronto,DAVISVILLE+STATION,3213
23+Grange+Road+Toronto,DAVISVILLE+STATION,4514
875+Queen+St+E+Toronto,DAVISVILLE+STATION,6121
7+Vanauley+Street+Toronto,DAVISVILLE+STATION,5077
21+Walmer+Rd.+Toronto,DAVISVILLE+STATION,3365
80+Woodlawn+Ave.+East+Toronto,DAVISVILLE+STATION,1408
6+Warrendale+Court+Etobicoke,DAVISVILLE+STATION,13951
348+Davenport+Rd.+Toronto,DAVISVILLE+STATION,2463
167+College+Street+Toronto,DAVISVILLE+STATION,3890
702+Kennedy+Road+Scarborough,DAVISVILLE+STATION,9951
265+Queens+Drive+Toronto,DAVISVILLE+STATION,7960
248+Dufferin+Street+Toronto,DAVISVILLE+STATION,7211
177+Caledonia+Rd+Toronto,DAVISVILLE+STATION,5078
747+Warden+Ave+Toronto,DAVISVILLE+STATION,8391
100+Lippincott+Street+Toronto,DON+MILLS+STATION,13493
973+Lansdowne+Avenue+Toronto,DON+MILLS+STATION,14203
43+Christie+Street+Toronto,DON+MILLS+STATION,13127
1229+Ellesmere+Road+Toronto,DON+MILLS+STATION,5833
1651+Sheppard+Ave+West+Toronto,DON+MILLS+STATION,10373
4222+Kingston+Road+Toronto,DON+MILLS+STATION,11432
38+Bathrust+St+Toronto,DON+MILLS+STATION,14804
291+Sherbourne+Street+Toronto,DON+MILLS+STATION,11651
3306+Kingston+Road+Toronto,DON+MILLS+STATION,10629
339+George+Street+Toronto,DON+MILLS+STATION,11795
129+Peter+St+Toronto,DON+MILLS+STATION,13716
674+Dundas+St.+W+Toronto,DON+MILLS+STATION,13838
616+Vaughan+Road+Toronto+Toronto,DON+MILLS+STATION,11659
20+Gerrard+Street+East+Toronto,DON+MILLS+STATION,12104
2714+Danforth+Avenue+Toronto,DON+MILLS+STATION,9063
349+George+Street+Toronto,DON+MILLS+STATION,11742
60+Brant+Street+Toronto,DON+MILLS+STATION,14125
360+Lesmill+Road+North+York,DON+MILLS+STATION,1959
25+Canterbury+Place+North+York,DON+MILLS+STATION,4988
"490+Sherbourne+Street,+2nd+floor+Toronto",DON+MILLS+STATION,11004
512+Jarvis+St.+Toronto,DON+MILLS+STATION,11163
86+Lombard+St.+Toronto,DON+MILLS+STATION,12580
1161+Caledonia+Road+Toronto,DON+MILLS+STATION,10477
412+Queen+Street+East+Toronto,DON+MILLS+STATION,11826
702+Kennedy+Rd+Toronto,DON+MILLS+STATION,8024
1322+Bloor+Street+West+Toronto,DON+MILLS+STATION,14760
3576+St.+Clair+Avenue+East+Scarborough,DON+MILLS+STATION,9182
805A+Wellington+Street+W+Toronto,DON+MILLS+STATION,15213
422+Gilbert+Avenue+Toronto,DON+MILLS+STATION,12864
1076+Pape+Avenue+Toronto,DON+MILLS+STATION,8082
14+Vaughan+Road+Toronto,DON+MILLS+STATION,11466
558+Bathurst+Street+Toronto,DON+MILLS+STATION,13392
126+Pape+Avenue+Toronto,DON+MILLS+STATION,10799
60+Newcastle+Street+Toronto,DON+MILLS+STATION,20643
70+Gerrard+St.+E.+Toronto,DON+MILLS+STATION,11897
3410+Bayview+Avenue+Toronto,DON+MILLS+STATION,4884
525+Bloor+Street+East+Toronto,DON+MILLS+STATION,10639
87+Pembroke+St+Toronto,DON+MILLS+STATION,11813
101+Ontario+Street+Toronto,DON+MILLS+STATION,12127
2808+Dundas+St+W+Toronto,DON+MILLS+STATION,15135
723+Queen+Street+West+Toronto,DON+MILLS+STATION,14470
107+Jarvis+Street+Toronto,DON+MILLS+STATION,12506
Sherbourne+Street+Toronto,DON+MILLS+STATION,11596
29+Leslie+Street+Toronto,DON+MILLS+STATION,11022
2671+Islington+Avenue+Toronto,DON+MILLS+STATION,15250
502+Spadina+Ave.+Toronto,DON+MILLS+STATION,13092
191+Spadina+Road+Toronto,DON+MILLS+STATION,11753
95+Wellesley+St.+E.+Toronto,DON+MILLS+STATION,11362
23+Grange+Road+Toronto,DON+MILLS+STATION,13274
875+Queen+St+E+Toronto,DON+MILLS+STATION,11003
7+Vanauley+Street+Toronto,DON+MILLS+STATION,13971
21+Walmer+Rd.+Toronto,DON+MILLS+STATION,12331
80+Woodlawn+Ave.+East+Toronto,DON+MILLS+STATION,10192
6+Warrendale+Court+Etobicoke,DON+MILLS+STATION,16340
348+Davenport+Rd.+Toronto,DON+MILLS+STATION,11430
167+College+Street+Toronto,DON+MILLS+STATION,12634
702+Kennedy+Road+Scarborough,DON+MILLS+STATION,8024
265+Queens+Drive+Toronto,DON+MILLS+STATION,13033
248+Dufferin+Street+Toronto,DON+MILLS+STATION,16209
177+Caledonia+Rd+Toronto,DON+MILLS+STATION,13540
747+Warden+Ave+Toronto,DON+MILLS+STATION,7644
100+Lippincott+Street+Toronto,DONLANDS+STATION,5310
973+Lansdowne+Avenue+Toronto,DONLANDS+STATION,7222
43+Christie+Street+Toronto,DONLANDS+STATION,5365
1229+Ellesmere+Road+Toronto,DONLANDS+STATION,10510
1651+Sheppard+Ave+West+Toronto,DONLANDS+STATION,13752
4222+Kingston+Road+Toronto,DONLANDS+STATION,11348
38+Bathrust+St+Toronto,DONLANDS+STATION,6391
291+Sherbourne+Street+Toronto,DONLANDS+STATION,3468
3306+Kingston+Road+Toronto,DONLANDS+STATION,8500
339+George+Street+Toronto,DONLANDS+STATION,3612
129+Peter+St+Toronto,DONLANDS+STATION,5459
674+Dundas+St.+W+Toronto,DONLANDS+STATION,5655
616+Vaughan+Road+Toronto+Toronto,DONLANDS+STATION,7265
20+Gerrard+Street+East+Toronto,DONLANDS+STATION,3921
2714+Danforth+Avenue+Toronto,DONLANDS+STATION,2458
349+George+Street+Toronto,DONLANDS+STATION,3559
60+Brant+Street+Toronto,DONLANDS+STATION,5868
360+Lesmill+Road+North+York,DONLANDS+STATION,8213
25+Canterbury+Place+North+York,DONLANDS+STATION,10497
"490+Sherbourne+Street,+2nd+floor+Toronto",DONLANDS+STATION,2821
512+Jarvis+St.+Toronto,DONLANDS+STATION,2980
86+Lombard+St.+Toronto,DONLANDS+STATION,4314
1161+Caledonia+Road+Toronto,DONLANDS+STATION,10465
412+Queen+Street+East+Toronto,DONLANDS+STATION,3492
702+Kennedy+Rd+Toronto,DONLANDS+STATION,7043
1322+Bloor+Street+West+Toronto,DONLANDS+STATION,6809
3576+St.+Clair+Avenue+East+Scarborough,DONLANDS+STATION,6104
805A+Wellington+Street+W+Toronto,DONLANDS+STATION,6826
422+Gilbert+Avenue+Toronto,DONLANDS+STATION,9171
1076+Pape+Avenue+Toronto,DONLANDS+STATION,1402
14+Vaughan+Road+Toronto,DONLANDS+STATION,5631
558+Bathurst+Street+Toronto,DONLANDS+STATION,5297
126+Pape+Avenue+Toronto,DONLANDS+STATION,1944
60+Newcastle+Street+Toronto,DONLANDS+STATION,12684
70+Gerrard+St.+E.+Toronto,DONLANDS+STATION,3714
3410+Bayview+Avenue+Toronto,DONLANDS+STATION,11276
525+Bloor+Street+East+Toronto,DONLANDS+STATION,2456
87+Pembroke+St+Toronto,DONLANDS+STATION,3630
101+Ontario+Street+Toronto,DONLANDS+STATION,3796
2808+Dundas+St+W+Toronto,DONLANDS+STATION,8209
723+Queen+Street+West+Toronto,DONLANDS+STATION,6213
107+Jarvis+Street+Toronto,DONLANDS+STATION,4240
Sherbourne+Street+Toronto,DONLANDS+STATION,3413
29+Leslie+Street+Toronto,DONLANDS+STATION,2098
2671+Islington+Avenue+Toronto,DONLANDS+STATION,17330
502+Spadina+Ave.+Toronto,DONLANDS+STATION,4909
191+Spadina+Road+Toronto,DONLANDS+STATION,4738
95+Wellesley+St.+E.+Toronto,DONLANDS+STATION,3179
23+Grange+Road+Toronto,DONLANDS+STATION,5091
875+Queen+St+E+Toronto,DONLANDS+STATION,2368
7+Vanauley+Street+Toronto,DONLANDS+STATION,5743
21+Walmer+Rd.+Toronto,DONLANDS+STATION,4533
80+Woodlawn+Ave.+East+Toronto,DONLANDS+STATION,4278
6+Warrendale+Court+Etobicoke,DONLANDS+STATION,18376
348+Davenport+Rd.+Toronto,DONLANDS+STATION,4267
167+College+Street+Toronto,DONLANDS+STATION,4451
702+Kennedy+Road+Scarborough,DONLANDS+STATION,7043
265+Queens+Drive+Toronto,DONLANDS+STATION,12714
248+Dufferin+Street+Toronto,DONLANDS+STATION,7822
177+Caledonia+Rd+Toronto,DONLANDS+STATION,8264
747+Warden+Ave+Toronto,DONLANDS+STATION,5537
100+Lippincott+Street+Toronto,DOWNSVIEW+PARK+STATION,11176
973+Lansdowne+Avenue+Toronto,DOWNSVIEW+PARK+STATION,9106
43+Christie+Street+Toronto,DOWNSVIEW+PARK+STATION,10731
1229+Ellesmere+Road+Toronto,DOWNSVIEW+PARK+STATION,14569
1651+Sheppard+Ave+West+Toronto,DOWNSVIEW+PARK+STATION,1936
4222+Kingston+Road+Toronto,DOWNSVIEW+PARK+STATION,20005
38+Bathrust+St+Toronto,DOWNSVIEW+PARK+STATION,12565
291+Sherbourne+Street+Toronto,DOWNSVIEW+PARK+STATION,12702
3306+Kingston+Road+Toronto,DOWNSVIEW+PARK+STATION,19203
339+George+Street+Toronto,DOWNSVIEW+PARK+STATION,12646
129+Peter+St+Toronto,DOWNSVIEW+PARK+STATION,12507
674+Dundas+St.+W+Toronto,DOWNSVIEW+PARK+STATION,11727
616+Vaughan+Road+Toronto+Toronto,DOWNSVIEW+PARK+STATION,7794
20+Gerrard+Street+East+Toronto,DOWNSVIEW+PARK+STATION,12180
2714+Danforth+Avenue+Toronto,DOWNSVIEW+PARK+STATION,15821
349+George+Street+Toronto,DOWNSVIEW+PARK+STATION,12594
60+Brant+Street+Toronto,DOWNSVIEW+PARK+STATION,12396
360+Lesmill+Road+North+York,DOWNSVIEW+PARK+STATION,8341
25+Canterbury+Place+North+York,DOWNSVIEW+PARK+STATION,4949
"490+Sherbourne+Street,+2nd+floor+Toronto",DOWNSVIEW+PARK+STATION,12066
512+Jarvis+St.+Toronto,DOWNSVIEW+PARK+STATION,11766
86+Lombard+St.+Toronto,DOWNSVIEW+PARK+STATION,13132
1161+Caledonia+Road+Toronto,DOWNSVIEW+PARK+STATION,5157
412+Queen+Street+East+Toronto,DOWNSVIEW+PARK+STATION,13649
702+Kennedy+Rd+Toronto,DOWNSVIEW+PARK+STATION,16363
1322+Bloor+Street+West+Toronto,DOWNSVIEW+PARK+STATION,9749
3576+St.+Clair+Avenue+East+Scarborough,DOWNSVIEW+PARK+STATION,17434
805A+Wellington+Street+W+Toronto,DOWNSVIEW+PARK+STATION,12567
422+Gilbert+Avenue+Toronto,DOWNSVIEW+PARK+STATION,6895
1076+Pape+Avenue+Toronto,DOWNSVIEW+PARK+STATION,12439
14+Vaughan+Road+Toronto,DOWNSVIEW+PARK+STATION,8913
558+Bathurst+Street+Toronto,DOWNSVIEW+PARK+STATION,11002
126+Pape+Avenue+Toronto,DOWNSVIEW+PARK+STATION,14949
60+Newcastle+Street+Toronto,DOWNSVIEW+PARK+STATION,14158
70+Gerrard+St.+E.+Toronto,DOWNSVIEW+PARK+STATION,12307
